=== modslut debug trace ===
categories.dat: found
conflict index: 1564 related pair(s) loaded

--- pass 1: section assignment (per mod) ---
  Convert Fallout 4 Armor into Skyrim CBBE or 3BA 3BBB Bodies TUTORIAL | cat none | T4 no rule, category, or keyword matched | stay
  Lively's Patches for Blackthorn and Tree Mods | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  General Stores Sorting and Cloud Storage in Blackthorn Manor | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Blackthorn - A Buildable Town - Patches | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Winterhold Restored - Parallax Meshes | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  JK's and Redbag's Dragonsreach Patch | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  RedBag's Morthal Patches- FOMOD | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Redbag's Morthal Fixes | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Redbag's Morthal - Texture Fixes | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  RedBag's Morthal - FOMOD | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Thuldor's Ivarstead - Farmhouse Roofs | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Distinct Thuldor's Ivarstead | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  COTN Dawnstar Patch Collection | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Amazing Lockpicks - Enhancements | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Lively's Deep Elf Race Patches | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Race Compatibility - At Your Own Pace Patch | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Folkvangr rocks, twigs and leaves remover | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Kanjs - Soup and Stew AIO Animated (SkyPatched) | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Fabled Aspens Ablaze | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Blubbos Apple Tree Replacer for JK Mods | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  ProjectedDiffuse Patch Hub | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Racemenu - Improved Character Light | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Stay At The System Page NG | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Relationship Dialogue Overhaul - Update and MCM | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Freed Prisoner Uses Items | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Combat Music Fix NG | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Skyrim Vr USSEP patch for USSEP 4.2.5b | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  WENB Shades USSEP Patch | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  In-Game Patcher - SKSE plugin | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Weapons Armor Clothing and Clutter Fixes - SkyPatcher | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  AI Overhaul SSE SkyPatcher Patch | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Creation Club - Misc Patches | cat #34 "Patches" | T2 category~separator fuzzy [Patches] shared=patches | stay
  Grass Precache for Folkvangr Grass | cat none | T4 no rule, category, or keyword matched | stay
  ACMOS Road Generator | cat none | T4 no rule, category, or keyword matched | stay
  Grass Density INI - Quality | cat none | T4 no rule, category, or keyword matched | stay
  Grass Density INI - Performance | cat none | T4 no rule, category, or keyword matched | stay
  Likeness | cat none | T4 no rule, category, or keyword matched | stay
  Dynamic Body Distribution - DBD | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Glowmapped 3D Lava | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Rudy ENB NAT ADDONS and REQUiRED Files | cat none | T3 keyword [enb] | stay
  NAT-ENB SUMMER PATCH | cat #44 "Presets - ENB and ReShade" | T2 @category rule [Presets - ENB and ReShade] | stay
  ENB Extender and Helper Skyrim | cat #44 "Presets - ENB and ReShade" | T2 @category rule [Presets - ENB and ReShade] | stay
  NAT.ENB - ENB PRESET v3.1.1C | cat #44 "Presets - ENB and ReShade" | T2 @category rule [Presets - ENB and ReShade] | stay
  Unreal ENB | cat none | T3 keyword [enb] | stay
  Rudy ENB for NAT 3 | cat #44 "Presets - ENB and ReShade" | T2 @category rule [Presets - ENB and ReShade] | stay
  NAT.ENB - ESP WEATHER PLUGIN v3.1.1C - Fixed | cat #44 "Presets - ENB and ReShade" | T2 @category rule [Presets - ENB and ReShade] | stay
  NAT.ENB III - Natural and Atmospheric Tamriel ENB 3.1.1C | cat #44 "Presets - ENB and ReShade" | T2 @category rule [Presets - ENB and ReShade] | stay
  Cubemap Reflections | cat #48 "VR" | T4 no rule, category, or keyword matched | stay
  ENB Helper VR | cat #44 "Presets - ENB and ReShade" | T2 @category rule [Presets - ENB and ReShade] | stay
  ENB Helper SE | cat #44 "Presets - ENB and ReShade" | T2 @category rule [Presets - ENB and ReShade] | stay
  Optimized meshes for ENB lights Rustic Rudy Misc Silverware | cat #8 "Models and Textures" | T3 keyword [enb] | stay
  NAT3 HOSE - ENB Preset | cat none | T3 keyword [enb] | stay
  ENB Light | cat none | T3 keyword [enb] | stay
  ENB Helper Plus | cat #44 "Presets - ENB and ReShade" | T2 @category rule [Presets - ENB and ReShade] | stay
  ENB Binaries | cat none | T3 keyword [enb] | stay
  NordwarUA Armours - ENB Dynamic Cubemaps - Sons of Skyrim etc | cat #8 "Models and Textures" | T3 keyword [enb] | stay
  Dovahnique's Diverse Deadly Nightshade - (BOS - ENB Lights) | cat none | T3 keyword [enb] | stay
  Dovahnique's Diverse Dark Elf Lanterns (BOS - ENB Lights - High Poly) | cat #8 "Models and Textures" | T3 keyword [enb] | stay
  Bright Snow Fix for ENB | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Winterhold Statue - Animated with ENB Lights | cat #8 "Models and Textures" | T3 keyword [enb] | stay
  Azura Statue Improved + ENB Particle Light | cat #8 "Models and Textures" | T3 keyword [enb] | stay
  Artisto RWT texture tweaks for Water for ENB | cat none | T3 keyword [enb] | stay
  VRAMr | cat none | T4 no rule, category, or keyword matched | stay
  DVLASS | cat none | T4 no rule, category, or keyword matched | stay
  Skylighting - Community Shaders | cat none | T3 keyword [community shaders] | stay
  Effects 11 - Community Shaders | cat none | T3 keyword [community shaders] | stay
  Terrain Blending - Community Shaders | cat none | T3 keyword [community shaders] | stay
  Community Shaders Expanded (CSX) | cat none | T3 keyword [community shaders] | stay
  Sky Sync - Community Shaders | cat none | T3 keyword [community shaders] | stay
  Community Shaders | cat none | T3 keyword [community shaders] | stay
  Skylighting | cat none | T4 no rule, category, or keyword matched | stay
  Spell Wheel VR | cat #48 "VR" | T4 no rule, category, or keyword matched | stay
  FloraFixer - Mutagen Patcher and Data | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Dynamic Cubemap Patcher - Mod Organizer 2 Plugin | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Screenshot Helper - Updated - Fixed 1.5.97 - 1.6.1170 | cat none | T4 no rule, category, or keyword matched | stay
  Fam Faces 2.0 | cat none | T4 no rule, category, or keyword matched | stay
  vMYC_FamiliarFaces | cat none | T4 no rule, category, or keyword matched | stay
  NoDelete - Wabbajack.Customizer(read documentation on how to set up) | cat none | T4 no rule, category, or keyword matched | stay
  Wabbajack customizer | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Rogue Master Detector | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Multiple Amulets and Rings... Automatically - MARA | cat none | T4 no rule, category, or keyword matched | stay
  ParallaxR | cat none | T4 no rule, category, or keyword matched | stay
  BENDr | cat none | T4 no rule, category, or keyword matched | stay
  MisMatchR | cat none | T4 no rule, category, or keyword matched | stay
  Screenshot Location and Metadata | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Modern Wait Menu | cat none | T4 no rule, category, or keyword matched | stay
  Gilded Spinning Main Menu Emblem - Chrome Version | cat none | T4 no rule, category, or keyword matched | stay
  Main Menu Spinning Skyrim Emblem | cat none | T4 no rule, category, or keyword matched | stay
  Main Menu Randomizer SE | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Asset Doctor | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  ESLifier | cat none | T4 no rule, category, or keyword matched | stay
  Broom - The Loose File Sweeper - Sample Rules | cat none | T4 no rule, category, or keyword matched | stay
  Broom - The Loose File Sweeper | cat none | T4 no rule, category, or keyword matched | stay
  Shadow Boost | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Jaxonz Map Markers (SSE Port) | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  ENB Frame Generation | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  NVIDIA Reflex Support | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Luma Utility | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  BodySlide and Outfit Studio | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Animation Motion Revolution | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Dynamic Wind Framework - SKSE Plugin | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  The Thieves Guild Ladder - Skyrim Special Edition | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  DynDOLOD DLL NG and Scripts | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  DynDOLOD 3 Alpha | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Light Placer | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  RaceMenu High Heels (Height Fixes) | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  L.v.x Magick's - Complete Bleak Falls Barrow Instantly | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Mfg Fix NG | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Autorun | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  AddItemMenu - NG | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  AddItemMenu - Ultimate Mod Explorer | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Infinity UI | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  MCM Helper VR | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  ConsoleUtil Extended | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  ConsoleUtilSSE NG | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  AddItemMenu search VR keyboard patch | cat #48 "VR" | T4 no rule, category, or keyword matched | stay
  VR Keyboard | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Faster Decompression | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Save Unbaker VR | cat #13 "Utilities" | family: follows master [Save Unbaker] | stay
  Save Unbaker | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  Open Animation Replacer | cat #13 "Utilities" | T2 category==separator [Utilities] | stay
  SkyPatcher Keyword Framework | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  SkyPatcher - VR | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  SkyPatcher - AE | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  AnimObject Swapper VR | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  AnimObject Swapper | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Object Categorization Framework | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Game Settings Override | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Behavior Data Injector Universal Support | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Behavior Data Injector | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Skyrim Platform - A TypeScript SDK for Skyrim | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  FormList Manipulator - FLM | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Container Item Distributor | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Base Object Swapper VR | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Base Object Swapper | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Spell Perk Item Distributor (SPID) VR | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  Spell Perk Item Distributor | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Extended Functionality]
  SSE Display Tweaks | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Engines Patches]
  Skyrim Priority SE AE - CPU Performance FPS Optimizer (SET AFFINITY WITH PLUGIN) | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Engines Patches]
  Faster File Copy | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Engines Patches]
  Keyword Item Distributor | cat #13 "Utilities" | T1 exact name rule | MOVE -> [Extension Frameworks - Engines Patches]
  Upgraded Fish for Distinct Interiors | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Upgraded Silverware for Distinct Interiors | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Upgraded Food Barrels for Distinct Interiors | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Cozy Cots - A Cot Replacer | cat none | T4 no rule, category, or keyword matched | stay
  Divide and Conquer - A Noble Divider Replacer | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Comfy Coffins | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Malacath's Chosen - An Orc Furniture Replacer | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Bedroll Alternative - Use Those Variant Blankets | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Reclusive Respite - A High Hrothgar Bed Chair and Bench Replacer | cat none | T4 no rule, category, or keyword matched | stay
  Bedroll Alternative - BOS Color Variance | cat none | T4 no rule, category, or keyword matched | stay
  Dunmer Dreams - A Dark Elf Bed Replacer | cat none | T4 no rule, category, or keyword matched | stay
  Peasant Dreams - A Common Bed Replacer | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Ignoble Beds - A Noble and Upper Class Bed Replacer | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Divine Dragonscale Decor - A Skyrim Furniture Overhaul | cat none | T4 no rule, category, or keyword matched | stay
  Skyrim Overhauled Furniture Assembly-SOFA-Clean | cat none | T4 no rule, category, or keyword matched | stay
  Blue Retching Netch | cat none | T4 no rule, category, or keyword matched | stay
  Half Moon Mill Patches FOMOD | cat none | T4 no rule, category, or keyword matched | stay
  EmbersXD - Campfire Patch | cat none | T4 no rule, category, or keyword matched | stay
  Parallax Mesh Patch Collection | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  FYX 3D Stockades - Compatibility Tweaks | cat none | T4 no rule, category, or keyword matched | stay
  JKs Guild HQ Interiors Patch Collection | cat none | T4 no rule, category, or keyword matched | stay
  Distinct Interiors for Cities of the North | cat none | T4 no rule, category, or keyword matched | stay
  Unofficial Skyrim Modders Patch - USMP - Patch Emporium | cat none | T4 no rule, category, or keyword matched | stay
  xLODGen Resource - SSE Terrain Tamriel | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  RaceCompatibility with fixes for SSE | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Player Cell Position | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Simply Open Source Voice Pack - for Busy Follower Framework only | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  General Stores - Auto Sorting Cloud Storage Resource for packrats SE Convert | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Jets Resources | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Stroti's Mushroom House Resource | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Ships and boats of Tamriel | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Phitt's Morrowind Style Lanterns | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Far Object LOD Improvement Project SSE | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  NL_MCM - A Modular MCM Framework | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  STATUS | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  YAR - Yuril's Additional Resources - Parallax | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Rogue's Gallery | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  In Game Patch Creator | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  JContainers NG | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  JContainers SE-new | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  MIF - Mu Impact Framework | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  PapyrusUtil SE - Modders Scripting Utility Functions | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Scrab's Papyrus Extender | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Andrealphus' Papyrus Functions | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  MergeMapper | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  powerofthree's Papyrus Extender | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  FISSES DLL for VR | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  FileAccess Interface for Skyrim SE Scripts - FISSES | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  PAPER | cat #32 "Modders Resources" | T2 category~separator fuzzy [Modders Resources] shared=modders | stay
  Fixed Texture Paths for Small Things in EEK's Whiterun Interiors | cat #8 "Models and Textures" | T1 exact name rule | stay
  Cursed Crypts - MLO2 RELight Addon | cat #26 "Environmental" | T1 exact name rule | stay
  Emberveil Lighting - A Cinematic ReLight Preset | cat none | T1 exact name rule | stay
  RELight - Official Light Addon | cat #22 "Visuals and Graphics" | T1 exact name rule | stay
  ReLight | cat #22 "Visuals and Graphics" | T1 exact name rule | stay
  CS Light | cat none | T4 no rule, category, or keyword matched | stay
  Lux Variants | cat none | T3 keyword [lux] | stay
  Meridia's Luxon Beacon Replacer | cat #8 "Models and Textures" | T3 keyword [lux] | stay
  Eld-beri II - NPC Support (Spid Distribution file) | cat none | T1 exact name rule | stay
  Quick Beri - Wearable particle light lanterns SPIDified (CS and ENB) | cat #21 "Clothing and Accessories" | T1 exact name rule | stay
  Spider Webs and Particles for ENB | cat #8 "Models and Textures" | T1 exact name rule | stay
  Particle Lights - Christmas in Skyrim - Whiterun (ENB and Community Shaders) | cat #2 "Buildings" | T1 exact name rule | stay
  Eld-beri II - Lanterns Reworked | cat #8 "Models and Textures" | T4 no rule, category, or keyword matched | stay
  Optional Quick Start - SE | cat none | T4 no rule, category, or keyword matched | stay
  Alternate Perspective - Realm of Lorkhan Patch (Updated for v4) | cat none | family: follows master [Alternate Perspective - Realm of Lorkhan Patch] | stay
  Alternate Perspective - Realm of Lorkhan Patch | cat none | T3 keyword [realm of lorkhan] | stay
  Realm of Lorkhan - Bring Back the Tamriel Shards Patch | cat none | T3 keyword [realm of lorkhan] | stay
  Alternate Perspective - Modded Armors In Wardrobe - SkyPatched | cat none | T3 keyword [alternate perspective] | stay
  Alternate Perspective - Voiced Addon | cat none | T3 keyword [alternate perspective] | stay
  Realm of Lorkhan - Freeform Alternate Start | cat none | T3 keyword [realm of lorkhan] | stay
  Alternate Perspective 4.0.3 - Alternate Start | cat none | T3 keyword [alternate perspective] | stay
  Alternate Perspective - Alternate Start | cat none | T3 keyword [alternate perspective] | stay
  Ryn's Standing Stones | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Crowded Streets | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Jaxonz Positioner Converter Remastered | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Reclusive Respite - BOS Color Variance Use Those Blankets patch | cat none | T4 no rule, category, or keyword matched | stay
  Use Those Blankets | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  ENB Particle Light for Wearable Lanterns | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Skyrim RE-Vision | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  True Thane SE | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Simple Actions - The floor is as good a place to sleep (or sit) as any by BralorMarr | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Go to bed | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Bathtubs Basins and Beyond - BiSR edit | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Bathing in Skyrim | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Underwear.dll | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Heels Sound | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
  Positive Undressed Reactions ESL | cat #30 "Immersion" | T2 category~separator fuzzy [Immersion] shared=immersion | stay
